#decoy score
complex.7582.pdb 941.8833
complex.7583.pdb 941.8739
complex.7584.pdb 941.8004
complex.7585.pdb 941.7824
complex.7586.pdb 941.7744
complex.7587.pdb 941.7405
complex.7588.pdb 941.7092
complex.7589.pdb 941.7068
complex.7590.pdb 941.6921
complex.7591.pdb 941.6705
complex.7592.pdb 941.6249
complex.7593.pdb 941.5743
complex.7594.pdb 941.5671
complex.7595.pdb 941.5574
complex.7596.pdb 941.5349
complex.7597.pdb 941.5181
complex.7598.pdb 941.5084
complex.7599.pdb 941.4828
complex.7600.pdb 941.4697
complex.7601.pdb 941.4469
complex.7602.pdb 941.4145
complex.7603.pdb 941.4090
complex.7604.pdb 941.3989
complex.7605.pdb 941.3477
complex.7606.pdb 941.3016
complex.7607.pdb 941.2905
complex.7608.pdb 941.2843
complex.7609.pdb 941.2807
complex.7610.pdb 941.2704
complex.7611.pdb 941.2043
complex.7612.pdb 941.1859
complex.7613.pdb 941.1310
complex.7614.pdb 941.0341
complex.7615.pdb 941.0045
complex.7616.pdb 940.9805
complex.7617.pdb 940.9411
complex.7618.pdb 940.9216
complex.7619.pdb 940.9177
complex.7620.pdb 940.9169
complex.7621.pdb 940.9120
complex.7622.pdb 940.8762
complex.7623.pdb 940.8000
complex.7624.pdb 940.7891
complex.7625.pdb 940.7507
complex.7626.pdb 940.7485
complex.7627.pdb 940.7376
complex.7628.pdb 940.6859
complex.7629.pdb 940.6768
complex.7630.pdb 940.6002
complex.7631.pdb 940.5654
complex.7632.pdb 940.5582
complex.7633.pdb 940.5570
complex.7634.pdb 940.5470
complex.7635.pdb 940.5466
complex.7636.pdb 940.5424
complex.7637.pdb 940.5300
complex.7638.pdb 940.5211
complex.7639.pdb 940.5185
complex.7640.pdb 940.5098
complex.7641.pdb 940.4872
complex.7642.pdb 940.4780
complex.7643.pdb 940.4721
complex.7644.pdb 940.4642
complex.7645.pdb 940.4446
complex.7646.pdb 940.3785
complex.7647.pdb 940.3723
complex.7648.pdb 940.3617
complex.7649.pdb 940.3283
complex.7650.pdb 940.3146
complex.7651.pdb 940.3101
complex.7652.pdb 940.2785
complex.7653.pdb 940.2731
complex.7654.pdb 940.2072
complex.7655.pdb 940.2068
complex.7656.pdb 940.1862
complex.7657.pdb 940.1846
complex.7658.pdb 940.1799
complex.7659.pdb 940.1531
complex.7660.pdb 940.1174
complex.7661.pdb 940.1048
complex.7662.pdb 940.0890
complex.7663.pdb 940.0579
complex.7664.pdb 940.0504
complex.7665.pdb 940.0245
complex.7666.pdb 939.9993
complex.7667.pdb 939.9617
complex.7668.pdb 939.9326
complex.7669.pdb 939.9171
complex.7670.pdb 939.9039
complex.7671.pdb 939.8890
complex.7672.pdb 939.8697
complex.7673.pdb 939.8268
complex.7674.pdb 939.7902
complex.7675.pdb 939.7811
complex.7676.pdb 939.7223
complex.7677.pdb 939.7194
complex.7678.pdb 939.7064
complex.7679.pdb 939.6169
complex.7680.pdb 939.6132
complex.7681.pdb 939.6034
complex.7682.pdb 939.5883
complex.7683.pdb 939.5853
complex.7684.pdb 939.5774
complex.7685.pdb 939.5764
complex.7686.pdb 939.5668
complex.7687.pdb 939.5584
complex.7688.pdb 939.4963
complex.7689.pdb 939.4953
complex.7690.pdb 939.4832
complex.7691.pdb 939.4744
complex.7692.pdb 939.4474
complex.7693.pdb 939.4293
complex.7694.pdb 939.4257
complex.7695.pdb 939.4196
complex.7696.pdb 939.3422
complex.7697.pdb 939.3392
complex.7698.pdb 939.2589
complex.7699.pdb 939.2437
complex.7700.pdb 939.2433
complex.7701.pdb 939.2364
complex.7702.pdb 939.2327
complex.7703.pdb 939.2316
complex.7704.pdb 939.2255
complex.7705.pdb 939.2238
complex.7706.pdb 939.2228
complex.7707.pdb 939.1567
complex.7708.pdb 939.1566
complex.7709.pdb 939.1348
complex.7710.pdb 939.1254
complex.7711.pdb 939.1031
complex.7712.pdb 939.0997
complex.7713.pdb 939.0932
complex.7714.pdb 939.0920
complex.7715.pdb 939.0813
complex.7716.pdb 939.0729
complex.7717.pdb 939.0580
complex.7718.pdb 939.0559
complex.7719.pdb 939.0497
complex.7720.pdb 939.0359
complex.7721.pdb 939.0123
complex.7722.pdb 939.0081
complex.7723.pdb 938.9933
complex.7724.pdb 938.9686
complex.7725.pdb 938.9667
complex.7726.pdb 938.9503
complex.7727.pdb 938.9465
complex.7728.pdb 938.9236
complex.7729.pdb 938.9207
complex.7730.pdb 938.9196
complex.7731.pdb 938.9034
complex.7732.pdb 938.8975
complex.7733.pdb 938.8851
complex.7734.pdb 938.8569
complex.7735.pdb 938.8412
complex.7736.pdb 938.8398
complex.7737.pdb 938.8398
complex.7738.pdb 938.8383
complex.7739.pdb 938.8328
complex.7740.pdb 938.8228
complex.7741.pdb 938.8206
complex.7742.pdb 938.8120
complex.7743.pdb 938.7933
complex.7744.pdb 938.7874
complex.7745.pdb 938.7830
complex.7746.pdb 938.7733
complex.7747.pdb 938.7565
complex.7748.pdb 938.7366
complex.7749.pdb 938.7304
complex.7750.pdb 938.7150
complex.7751.pdb 938.7087
complex.7752.pdb 938.6920
complex.7753.pdb 938.6820
complex.7754.pdb 938.6653
complex.7755.pdb 938.6178
complex.7756.pdb 938.6083
complex.7757.pdb 938.6050
complex.7758.pdb 938.6042
complex.7759.pdb 938.6006
complex.7760.pdb 938.5993
complex.7761.pdb 938.5948
complex.7762.pdb 938.5554
complex.7763.pdb 938.5430
complex.7764.pdb 938.5421
complex.7765.pdb 938.5344
complex.7766.pdb 938.5265
complex.7767.pdb 938.4959
complex.7768.pdb 938.4861
complex.7769.pdb 938.4725
complex.7770.pdb 938.4631
complex.7771.pdb 938.4606
complex.7772.pdb 938.4091
complex.7773.pdb 938.4086
complex.7774.pdb 938.3735
complex.7775.pdb 938.3663
complex.7776.pdb 938.3240
complex.7777.pdb 938.2800
complex.7778.pdb 938.2712
complex.7779.pdb 938.2638
complex.7780.pdb 938.2405
complex.7781.pdb 938.2371
complex.7782.pdb 938.2162
complex.7783.pdb 938.2082
complex.7784.pdb 938.2067
complex.7785.pdb 938.2010
complex.7786.pdb 938.1841
complex.7787.pdb 938.1823
complex.7788.pdb 938.1781
complex.7789.pdb 938.1779
complex.7790.pdb 938.1777
complex.7791.pdb 938.1622
complex.7792.pdb 938.1038
complex.7793.pdb 938.0790
complex.7794.pdb 938.0680
complex.7795.pdb 938.0521
complex.7796.pdb 938.0425
complex.7797.pdb 938.0032
complex.7798.pdb 937.9959
complex.7799.pdb 937.9893
complex.7800.pdb 937.9866
complex.7801.pdb 937.9805
complex.7802.pdb 937.9796
complex.7803.pdb 937.9685
complex.7804.pdb 937.9448
complex.7805.pdb 937.9374
complex.7806.pdb 937.9151
complex.7807.pdb 937.9022
complex.7808.pdb 937.8986
complex.7809.pdb 937.8842
complex.7810.pdb 937.8583
complex.7811.pdb 937.8369
complex.7812.pdb 937.8316
complex.7813.pdb 937.8251
complex.7814.pdb 937.8084
complex.7815.pdb 937.7935
complex.7816.pdb 937.7632
complex.7817.pdb 937.7598
complex.7818.pdb 937.7119
complex.7819.pdb 937.6779
complex.7820.pdb 937.6548
complex.7821.pdb 937.6409
complex.7822.pdb 937.6376
complex.7823.pdb 937.6099
complex.7824.pdb 937.5995
complex.7825.pdb 937.5596
complex.7826.pdb 937.5245
complex.7827.pdb 937.5239
complex.7828.pdb 937.4976
complex.7829.pdb 937.4896
complex.7830.pdb 937.4213
complex.7831.pdb 937.4172
complex.7832.pdb 937.4020
complex.7833.pdb 937.3365
complex.7834.pdb 937.3140
complex.7835.pdb 937.3073
complex.7836.pdb 937.3008
complex.7837.pdb 937.2678
complex.7838.pdb 937.2557
complex.7839.pdb 937.2451
complex.7840.pdb 937.2167
complex.7841.pdb 937.1763
complex.7842.pdb 937.1671
complex.7843.pdb 937.1609
complex.7844.pdb 937.1522
complex.7845.pdb 937.1519
complex.7846.pdb 937.1144
complex.7847.pdb 937.0302
complex.7848.pdb 937.0141
complex.7849.pdb 936.9625
complex.7850.pdb 936.9575
complex.7851.pdb 936.9476
complex.7852.pdb 936.9406
complex.7853.pdb 936.9214
complex.7854.pdb 936.9112
complex.7855.pdb 936.8611
complex.7856.pdb 936.8447
complex.7857.pdb 936.8000
complex.7858.pdb 936.7975
complex.7859.pdb 936.7758
complex.7860.pdb 936.7716
complex.7861.pdb 936.7161
complex.7862.pdb 936.7002
complex.7863.pdb 936.6894
complex.7864.pdb 936.6727
complex.7865.pdb 936.6416
complex.7866.pdb 936.6409
complex.7867.pdb 936.6408
complex.7868.pdb 936.6292
complex.7869.pdb 936.6175
complex.7870.pdb 936.5956
complex.7871.pdb 936.5929
complex.7872.pdb 936.5754
complex.7873.pdb 936.5585
complex.7874.pdb 936.5585
complex.7875.pdb 936.5353
complex.7876.pdb 936.5251
complex.7877.pdb 936.4762
complex.7878.pdb 936.4747
complex.7879.pdb 936.4475
complex.7880.pdb 936.4419
complex.7881.pdb 936.4342
complex.7882.pdb 936.4124
complex.7883.pdb 936.4019
complex.7884.pdb 936.2950
complex.7885.pdb 936.2924
complex.7886.pdb 936.2203
complex.7887.pdb 936.2196
complex.7888.pdb 936.1940
complex.7889.pdb 936.1505
complex.7890.pdb 936.1096
complex.7891.pdb 936.0756
complex.7892.pdb 936.0244
complex.7893.pdb 935.9447
complex.7894.pdb 935.9339
complex.7895.pdb 935.9288
complex.7896.pdb 935.9219
complex.7897.pdb 935.9080
complex.7898.pdb 935.9001
complex.7899.pdb 935.8987
complex.7900.pdb 935.8948
complex.7901.pdb 935.8907
complex.7902.pdb 935.8887
complex.7903.pdb 935.8818
complex.7904.pdb 935.8774
complex.7905.pdb 935.8711
complex.7906.pdb 935.8486
complex.7907.pdb 935.8409
complex.7908.pdb 935.8373
complex.7909.pdb 935.8198
complex.7910.pdb 935.8196
complex.7911.pdb 935.7866
complex.7912.pdb 935.7793
complex.7913.pdb 935.7283
complex.7914.pdb 935.7068
complex.7915.pdb 935.7051
complex.7916.pdb 935.6988
complex.7917.pdb 935.6638
complex.7918.pdb 935.6527
complex.7919.pdb 935.6511
complex.7920.pdb 935.6335
complex.7921.pdb 935.6194
complex.7922.pdb 935.6046
complex.7923.pdb 935.5733
complex.7924.pdb 935.5593
complex.7925.pdb 935.5182
complex.7926.pdb 935.4997
complex.7927.pdb 935.4886
complex.7928.pdb 935.4786
complex.7929.pdb 935.4703
complex.7930.pdb 935.4581
complex.7931.pdb 935.4351
complex.7932.pdb 935.4000
complex.7933.pdb 935.3952
complex.7934.pdb 935.3529
complex.7935.pdb 935.3351
complex.7936.pdb 935.3010
complex.7937.pdb 935.2819
complex.7938.pdb 935.2792
complex.7939.pdb 935.2584
complex.7940.pdb 935.2252
complex.7941.pdb 935.2122
complex.7942.pdb 935.1891
complex.7943.pdb 935.1846
complex.7944.pdb 935.1494
complex.7945.pdb 935.1434
complex.7946.pdb 935.1306
complex.7947.pdb 935.1282
complex.7948.pdb 935.1234
complex.7949.pdb 935.1021
complex.7950.pdb 935.0991
complex.7951.pdb 935.0906
complex.7952.pdb 935.0801
complex.7953.pdb 935.0692
complex.7954.pdb 935.0668
complex.7955.pdb 935.0615
complex.7956.pdb 935.0028
complex.7957.pdb 934.9639
complex.7958.pdb 934.9504
complex.7959.pdb 934.9012
complex.7960.pdb 934.8673
complex.7961.pdb 934.8543
complex.7962.pdb 934.8227
complex.7963.pdb 934.8001
complex.7964.pdb 934.7977
complex.7965.pdb 934.7772
complex.7966.pdb 934.7623
complex.7967.pdb 934.7472
complex.7968.pdb 934.7178
complex.7969.pdb 934.7155
complex.7970.pdb 934.7140
complex.7971.pdb 934.6903
complex.7972.pdb 934.6894
complex.7973.pdb 934.6767
complex.7974.pdb 934.6555
complex.7975.pdb 934.6229
complex.7976.pdb 934.6108
complex.7977.pdb 934.6067
complex.7978.pdb 934.5685
complex.7979.pdb 934.5388
complex.7980.pdb 934.5040
complex.7981.pdb 934.4933
complex.7982.pdb 934.4630
complex.7983.pdb 934.4459
complex.7984.pdb 934.4384
complex.7985.pdb 934.4025
complex.7986.pdb 934.3999
complex.7987.pdb 934.3869
complex.7988.pdb 934.3752
complex.7989.pdb 934.3518
complex.7990.pdb 934.3449
complex.7991.pdb 934.3368
complex.7992.pdb 934.3295
complex.7993.pdb 934.2800
complex.7994.pdb 934.2792
complex.7995.pdb 934.2760
complex.7996.pdb 934.2746
complex.7997.pdb 934.2686
complex.7998.pdb 934.2535
complex.7999.pdb 934.2449
complex.8000.pdb 934.2344
complex.8001.pdb 934.2056
complex.8002.pdb 934.1927
complex.8003.pdb 934.0746
complex.8004.pdb 934.0691
complex.8005.pdb 934.0690
complex.8006.pdb 934.0616
complex.8007.pdb 934.0384
complex.8008.pdb 934.0314
complex.8009.pdb 934.0246
complex.8010.pdb 933.9749
complex.8011.pdb 933.9701
complex.8012.pdb 933.9578
complex.8013.pdb 933.9568
complex.8014.pdb 933.9528
complex.8015.pdb 933.9462
complex.8016.pdb 933.9346
complex.8017.pdb 933.9344
complex.8018.pdb 933.9314
complex.8019.pdb 933.9196
complex.8020.pdb 933.8286
complex.8021.pdb 933.8113
complex.8022.pdb 933.8070
complex.8023.pdb 933.7725
complex.8024.pdb 933.7385
complex.8025.pdb 933.6934
complex.8026.pdb 933.6811
complex.8027.pdb 933.6720
complex.8028.pdb 933.6620
complex.8029.pdb 933.6329
complex.8030.pdb 933.6296
complex.8031.pdb 933.6224
complex.8032.pdb 933.6156
complex.8033.pdb 933.5826
complex.8034.pdb 933.5715
complex.8035.pdb 933.5674
complex.8036.pdb 933.5176
complex.8037.pdb 933.4808
complex.8038.pdb 933.4638
complex.8039.pdb 933.4486
complex.8040.pdb 933.4263
complex.8041.pdb 933.4258
complex.8042.pdb 933.4003
complex.8043.pdb 933.3844
complex.8044.pdb 933.3537
complex.8045.pdb 933.2887
complex.8046.pdb 933.2846
complex.8047.pdb 933.2331
complex.8048.pdb 933.1973
complex.8049.pdb 933.1458
complex.8050.pdb 933.1422
complex.8051.pdb 933.1299
complex.8052.pdb 933.0875
complex.8053.pdb 933.0718
complex.8054.pdb 933.0416
complex.8055.pdb 933.0415
complex.8056.pdb 933.0364
complex.8057.pdb 933.0316
complex.8058.pdb 933.0291
complex.8059.pdb 932.9780
complex.8060.pdb 932.9731
complex.8061.pdb 932.9624
complex.8062.pdb 932.9527
complex.8063.pdb 932.9119
complex.8064.pdb 932.8790
complex.8065.pdb 932.8647
complex.8066.pdb 932.8635
complex.8067.pdb 932.8574
complex.8068.pdb 932.8558
complex.8069.pdb 932.8486
complex.8070.pdb 932.8258
complex.8071.pdb 932.7910
complex.8072.pdb 932.7874
complex.8073.pdb 932.7514
complex.8074.pdb 932.7416
complex.8075.pdb 932.7413
complex.8076.pdb 932.7274
complex.8077.pdb 932.7141
complex.8078.pdb 932.7072
complex.8079.pdb 932.6935
complex.8080.pdb 932.6924
complex.8081.pdb 932.6541
complex.8082.pdb 932.6517
complex.8083.pdb 932.6407
complex.8084.pdb 932.6386
complex.8085.pdb 932.5927
complex.8086.pdb 932.5645
complex.8087.pdb 932.5416
complex.8088.pdb 932.5399
complex.8089.pdb 932.5187
complex.8090.pdb 932.4732
complex.8091.pdb 932.4546
complex.8092.pdb 932.4537
complex.8093.pdb 932.4457
complex.8094.pdb 932.4382
complex.8095.pdb 932.4205
complex.8096.pdb 932.3815
complex.8097.pdb 932.3812
complex.8098.pdb 932.3647
complex.8099.pdb 932.3415
complex.8100.pdb 932.3195
complex.8101.pdb 932.3189
complex.8102.pdb 932.3102
complex.8103.pdb 932.2968
complex.8104.pdb 932.2894
complex.8105.pdb 932.2891
complex.8106.pdb 932.2675
complex.8107.pdb 932.2604
complex.8108.pdb 932.2581
complex.8109.pdb 932.1922
complex.8110.pdb 932.1855
complex.8111.pdb 932.1540
complex.8112.pdb 932.1293
complex.8113.pdb 932.1053
complex.8114.pdb 932.0972
complex.8115.pdb 932.0853
complex.8116.pdb 932.0565
complex.8117.pdb 932.0419
complex.8118.pdb 932.0312
complex.8119.pdb 932.0134
complex.8120.pdb 931.9653
complex.8121.pdb 931.9616
complex.8122.pdb 931.9596
complex.8123.pdb 931.9556
complex.8124.pdb 931.9543
complex.8125.pdb 931.9400
complex.8126.pdb 931.9396
complex.8127.pdb 931.9319
complex.8128.pdb 931.8304
complex.8129.pdb 931.8093
complex.8130.pdb 931.8014
complex.8131.pdb 931.7905
complex.8132.pdb 931.7713
complex.8133.pdb 931.7567
complex.8134.pdb 931.7554
complex.8135.pdb 931.7503
complex.8136.pdb 931.7471
complex.8137.pdb 931.7102
complex.8138.pdb 931.7101
complex.8139.pdb 931.7074
complex.8140.pdb 931.6913
complex.8141.pdb 931.6663
complex.8142.pdb 931.6583
complex.8143.pdb 931.6566
complex.8144.pdb 931.6214
complex.8145.pdb 931.6091
complex.8146.pdb 931.5910
complex.8147.pdb 931.5754
complex.8148.pdb 931.5646
complex.8149.pdb 931.5416
complex.8150.pdb 931.4920
complex.8151.pdb 931.4806
complex.8152.pdb 931.4733
complex.8153.pdb 931.4688
complex.8154.pdb 931.4614
complex.8155.pdb 931.4163
complex.8156.pdb 931.3851
complex.8157.pdb 931.3801
complex.8158.pdb 931.3093
complex.8159.pdb 931.2784
complex.8160.pdb 931.2546
complex.8161.pdb 931.2449
complex.8162.pdb 931.2031
complex.8163.pdb 931.1995
complex.8164.pdb 931.1829
complex.8165.pdb 931.1656
complex.8166.pdb 931.1570
complex.8167.pdb 931.1492
complex.8168.pdb 931.1489
complex.8169.pdb 931.1386
complex.8170.pdb 931.1079
complex.8171.pdb 931.0992
complex.8172.pdb 931.0938
complex.8173.pdb 931.0936
complex.8174.pdb 931.0711
complex.8175.pdb 930.8932
complex.8176.pdb 930.8863
complex.8177.pdb 930.8481
complex.8178.pdb 930.7985
complex.8179.pdb 930.7791
complex.8180.pdb 930.7557
complex.8181.pdb 930.7335
complex.8182.pdb 930.7024
complex.8183.pdb 930.6940
complex.8184.pdb 930.6922
complex.8185.pdb 930.6880
complex.8186.pdb 930.6799
complex.8187.pdb 930.6498
complex.8188.pdb 930.6416
complex.8189.pdb 930.6105
complex.8190.pdb 930.5784
complex.8191.pdb 930.5651
complex.8192.pdb 930.5556
complex.8193.pdb 930.5406
complex.8194.pdb 930.5085
complex.8195.pdb 930.4717
complex.8196.pdb 930.4585
complex.8197.pdb 930.4541
complex.8198.pdb 930.4537
complex.8199.pdb 930.4391
complex.8200.pdb 930.4305
complex.8201.pdb 930.4167
complex.8202.pdb 930.3787
complex.8203.pdb 930.3568
complex.8204.pdb 930.3528
complex.8205.pdb 930.3170
complex.8206.pdb 930.2748
complex.8207.pdb 930.2380
complex.8208.pdb 930.2181
complex.8209.pdb 930.2003
complex.8210.pdb 930.1769
complex.8211.pdb 930.1743
complex.8212.pdb 930.1729
complex.8213.pdb 930.1669
complex.8214.pdb 930.1537
complex.8215.pdb 930.1519
complex.8216.pdb 930.1497
complex.8217.pdb 930.0681
complex.8218.pdb 930.0646
complex.8219.pdb 930.0507
complex.8220.pdb 930.0439
complex.8221.pdb 930.0172
complex.8222.pdb 930.0117
complex.8223.pdb 930.0096
complex.8224.pdb 929.9890
complex.8225.pdb 929.9868
complex.8226.pdb 929.9719
complex.8227.pdb 929.9681
complex.8228.pdb 929.9536
complex.8229.pdb 929.9498
complex.8230.pdb 929.9246
complex.8231.pdb 929.9209
complex.8232.pdb 929.8856
complex.8233.pdb 929.8854
complex.8234.pdb 929.8515
complex.8235.pdb 929.8124
complex.8236.pdb 929.8031
complex.8237.pdb 929.7971
complex.8238.pdb 929.7843
complex.8239.pdb 929.7825
complex.8240.pdb 929.7590
complex.8241.pdb 929.6998
complex.8242.pdb 929.6506
complex.8243.pdb 929.6411
complex.8244.pdb 929.6287
complex.8245.pdb 929.6183
complex.8246.pdb 929.6166
complex.8247.pdb 929.6115
complex.8248.pdb 929.5449
complex.8249.pdb 929.5425
complex.8250.pdb 929.5180
complex.8251.pdb 929.5142
complex.8252.pdb 929.4998
complex.8253.pdb 929.4903
complex.8254.pdb 929.4677
complex.8255.pdb 929.4415
complex.8256.pdb 929.4408
complex.8257.pdb 929.4396
complex.8258.pdb 929.4102
complex.8259.pdb 929.4092
complex.8260.pdb 929.4040
complex.8261.pdb 929.3998
complex.8262.pdb 929.3960
complex.8263.pdb 929.3729
complex.8264.pdb 929.3721
complex.8265.pdb 929.3701
complex.8266.pdb 929.2950
complex.8267.pdb 929.2939
complex.8268.pdb 929.2902
complex.8269.pdb 929.2753
complex.8270.pdb 929.2724
complex.8271.pdb 929.2469
complex.8272.pdb 929.2406
complex.8273.pdb 929.1840
complex.8274.pdb 929.1746
complex.8275.pdb 929.1405
complex.8276.pdb 929.1309
complex.8277.pdb 929.1187
complex.8278.pdb 929.1135
complex.8279.pdb 929.1044
complex.8280.pdb 929.0865
complex.8281.pdb 929.0767
complex.8282.pdb 929.0687
complex.8283.pdb 929.0249
complex.8284.pdb 928.9789
complex.8285.pdb 928.9728
complex.8286.pdb 928.9667
complex.8287.pdb 928.9374
complex.8288.pdb 928.9113
complex.8289.pdb 928.9059
complex.8290.pdb 928.9037
complex.8291.pdb 928.9019
complex.8292.pdb 928.8964
complex.8293.pdb 928.8790
complex.8294.pdb 928.8779
complex.8295.pdb 928.8751
complex.8296.pdb 928.8657
complex.8297.pdb 928.8462
complex.8298.pdb 928.8381
complex.8299.pdb 928.8359
complex.8300.pdb 928.7663
complex.8301.pdb 928.7507
complex.8302.pdb 928.6771
complex.8303.pdb 928.6242
complex.8304.pdb 928.6129
complex.8305.pdb 928.5938
complex.8306.pdb 928.5742
complex.8307.pdb 928.5679
complex.8308.pdb 928.5628
complex.8309.pdb 928.5606
complex.8310.pdb 928.5349
complex.8311.pdb 928.5135
complex.8312.pdb 928.4871
complex.8313.pdb 928.4764
complex.8314.pdb 928.4589
complex.8315.pdb 928.4110
complex.8316.pdb 928.3641
complex.8317.pdb 928.3362
complex.8318.pdb 928.3256
complex.8319.pdb 928.3050
complex.8320.pdb 928.2831
complex.8321.pdb 928.2693
complex.8322.pdb 928.2681
complex.8323.pdb 928.2660
complex.8324.pdb 928.2524
complex.8325.pdb 928.2458
complex.8326.pdb 928.2079
complex.8327.pdb 928.1848
complex.8328.pdb 928.1790
complex.8329.pdb 928.1735
complex.8330.pdb 928.1684
complex.8331.pdb 928.1617
complex.8332.pdb 928.1614
complex.8333.pdb 928.1406
complex.8334.pdb 928.1037
complex.8335.pdb 928.1024
complex.8336.pdb 928.0677
complex.8337.pdb 928.0668
complex.8338.pdb 928.0268
complex.8339.pdb 928.0267
complex.8340.pdb 928.0223
complex.8341.pdb 928.0160
complex.8342.pdb 928.0037
complex.8343.pdb 927.9982
complex.8344.pdb 927.9393
complex.8345.pdb 927.9324
complex.8346.pdb 927.9300
complex.8347.pdb 927.9293
complex.8348.pdb 927.8902
complex.8349.pdb 927.8693
complex.8350.pdb 927.8611
complex.8351.pdb 927.8399
complex.8352.pdb 927.7988
complex.8353.pdb 927.7944
complex.8354.pdb 927.7940
complex.8355.pdb 927.7775
complex.8356.pdb 927.7702
complex.8357.pdb 927.7008
complex.8358.pdb 927.6657
complex.8359.pdb 927.6190
complex.8360.pdb 927.6131
complex.8361.pdb 927.5839
complex.8362.pdb 927.5726
complex.8363.pdb 927.5579
complex.8364.pdb 927.5536
complex.8365.pdb 927.5510
complex.8366.pdb 927.5443
complex.8367.pdb 927.5377
complex.8368.pdb 927.5358
complex.8369.pdb 927.5279
complex.8370.pdb 927.5256
complex.8371.pdb 927.5131
complex.8372.pdb 927.4993
complex.8373.pdb 927.4807
complex.8374.pdb 927.4792
complex.8375.pdb 927.4349
complex.8376.pdb 927.4341
complex.8377.pdb 927.4205
complex.8378.pdb 927.4162
complex.8379.pdb 927.3696
complex.8380.pdb 927.3690
complex.8381.pdb 927.3643
complex.8382.pdb 927.3557
complex.8383.pdb 927.3285
complex.8384.pdb 927.3210
complex.8385.pdb 927.2961
complex.8386.pdb 927.2921
complex.8387.pdb 927.2573
complex.8388.pdb 927.2016
complex.8389.pdb 927.1913
complex.8390.pdb 927.1840
complex.8391.pdb 927.1249
complex.8392.pdb 927.1091
complex.8393.pdb 927.1071
complex.8394.pdb 927.0999
complex.8395.pdb 927.0897
complex.8396.pdb 927.0876
complex.8397.pdb 927.0467
complex.8398.pdb 927.0380
complex.8399.pdb 927.0318
complex.8400.pdb 927.0259
complex.8401.pdb 927.0232
complex.8402.pdb 926.9889
complex.8403.pdb 926.9635
complex.8404.pdb 926.9626
complex.8405.pdb 926.9578
complex.8406.pdb 926.9507
complex.8407.pdb 926.9413
complex.8408.pdb 926.9367
complex.8409.pdb 926.9340
complex.8410.pdb 926.9231
complex.8411.pdb 926.8903
complex.8412.pdb 926.8764
complex.8413.pdb 926.8429
complex.8414.pdb 926.8218
complex.8415.pdb 926.7779
complex.8416.pdb 926.7323
complex.8417.pdb 926.7115
complex.8418.pdb 926.6787
complex.8419.pdb 926.6758
complex.8420.pdb 926.6741
complex.8421.pdb 926.6661
complex.8422.pdb 926.6580
complex.8423.pdb 926.6562
complex.8424.pdb 926.6309
complex.8425.pdb 926.6081
complex.8426.pdb 926.6022
complex.8427.pdb 926.5988
complex.8428.pdb 926.5973
complex.8429.pdb 926.5734
complex.8430.pdb 926.5588
complex.8431.pdb 926.5548
complex.8432.pdb 926.5501
complex.8433.pdb 926.5420
complex.8434.pdb 926.5398
complex.8435.pdb 926.5195
complex.8436.pdb 926.5129
complex.8437.pdb 926.4980
complex.8438.pdb 926.4950
complex.8439.pdb 926.4751
complex.8440.pdb 926.4731
complex.8441.pdb 926.4498
complex.8442.pdb 926.4174
complex.8443.pdb 926.3998
complex.8444.pdb 926.3926
complex.8445.pdb 926.3922
complex.8446.pdb 926.3546
complex.8447.pdb 926.3245
complex.8448.pdb 926.3059
complex.8449.pdb 926.2762
complex.8450.pdb 926.2708
complex.8451.pdb 926.2673
complex.8452.pdb 926.2332
complex.8453.pdb 926.2019
complex.8454.pdb 926.2001
complex.8455.pdb 926.1893
complex.8456.pdb 926.1836
complex.8457.pdb 926.1806
complex.8458.pdb 926.1765
complex.8459.pdb 926.1715
complex.8460.pdb 926.1709
complex.8461.pdb 926.1660
complex.8462.pdb 926.1585
complex.8463.pdb 926.1572
complex.8464.pdb 926.1381
complex.8465.pdb 926.1260
complex.8466.pdb 926.1000
complex.8467.pdb 926.0978
complex.8468.pdb 926.0978
complex.8469.pdb 926.0898
complex.8470.pdb 926.0859
complex.8471.pdb 926.0851
complex.8472.pdb 926.0844
complex.8473.pdb 926.0401
complex.8474.pdb 926.0264
complex.8475.pdb 926.0018
complex.8476.pdb 925.9895
complex.8477.pdb 925.9894
complex.8478.pdb 925.9793
complex.8479.pdb 925.9764
complex.8480.pdb 925.9681
complex.8481.pdb 925.9421
complex.8482.pdb 925.9329
complex.8483.pdb 925.8850
complex.8484.pdb 925.8278
complex.8485.pdb 925.8228
complex.8486.pdb 925.8025
complex.8487.pdb 925.7913
complex.8488.pdb 925.7839
complex.8489.pdb 925.7823
complex.8490.pdb 925.7797
complex.8491.pdb 925.7006
complex.8492.pdb 925.6873
complex.8493.pdb 925.6783
complex.8494.pdb 925.6573
complex.8495.pdb 925.6249
complex.8496.pdb 925.5905
complex.8497.pdb 925.5801
complex.8498.pdb 925.5517
complex.8499.pdb 925.5181
complex.8500.pdb 925.5127
complex.8501.pdb 925.5007
complex.8502.pdb 925.4893
complex.8503.pdb 925.4787
complex.8504.pdb 925.4573
complex.8505.pdb 925.4523
complex.8506.pdb 925.3848
complex.8507.pdb 925.3160
complex.8508.pdb 925.2661
complex.8509.pdb 925.2565
complex.8510.pdb 925.2523
complex.8511.pdb 925.2399
complex.8512.pdb 925.2042
complex.8513.pdb 925.1896
